horizon,seed,contrast,diff,ci_lo,ci_hi,significant_ci_excludes_0,n_a,n_b
1,42,wet_minus_dry_recent7,0.04357438376517375,0.04260058197120106,0.04453596218749191,True,42848,98415
1,42,monsoon_minus_non_recent7,0.09447672640282934,0.09368910763273965,0.09523456690452918,True,38490,102773
1,42,high_minus_low_err_recent7,0.0011329918390341476,-0.0006635852182983321,0.0031235211451846765,False,14127,127136
1,42,wet_minus_dry_entropy,-0.20799356697985516,-0.21126812299197717,-0.20442366548803603,True,42848,98415
1,42,monsoon_minus_non_entropy,-0.3924078214845492,-0.39506187998324577,-0.38941347767301315,True,38490,102773
1,42,high_minus_low_err_entropy,-0.06707192115827354,-0.07404125978986434,-0.06083329969531345,True,14127,127136
