model,horizon,threshold_mm,n_seeds,POD_mean,POD_std,FAR_mean,FAR_std,CSI_mean,CSI_std,Bias_mean,Bias_std,HSS_mean,HSS_std,Accuracy_mean,Accuracy_std
persistence,2,5.0,1,0.5513024573935323,0.0,0.44583626004838833,0.0,0.3819115748709122,0.0,0.9948367560852518,0.0,0.45276979387893895,0.0,0.8365978685132915,0.0
persistence,2,10.0,1,0.4315294405081847,0.0,0.5662450884086444,0.0,0.27603047470209024,0.0,0.9948692890300513,0.0,0.3581162519416091,0.0,0.8682573425380191,0.0
persistence,2,35.6,1,0.24125230202578268,0.0,0.7563546187228767,0.0,0.13794313794313795,0.0,0.9901780233271946,0.0,0.2245699949240673,0.0,0.9650771757445629,0.0
persistence,2,64.4,1,0.1628140703517588,0.0,0.8346938775510204,0.0,0.08935466078323222,0.0,0.9849246231155779,0.0,0.1581404256950481,0.0,0.9882618927431338,0.0
persistence,2,124.4,1,0.12352941176470589,0.0,0.8711656441717791,0.0,0.0673076923076923,0.0,0.9588235294117647,0.0,0.12509089761795758,0.0,0.997931078611903,0.0
persistence,3,0.1,1,0.731689578713969,0.0,0.26347647531470403,0.0,0.5799018711954,0.0,0.9934368070953437,0.0,0.5564505929542183,0.0,0.787002915327208,0.0
persistence,3,1.0,1,0.668381247651259,0.0,0.32607871927248616,0.0,0.5050492501552932,0.0,0.9917794062382563,0.0,0.5287006170216279,0.0,0.801216026458911,0.0
persistence,3,5.0,1,0.5216833262027926,0.0,0.47255210381439244,0.0,0.35551844783715014,0.0,0.9890708257166193,0.0,0.4185805776299564,0.0,0.8266841538779555,0.0
persistence,3,10.0,1,0.39625756741882223,0.0,0.5990843284043804,0.0,0.24888615762789984,0.0,0.9883813367577814,0.0,0.3197434670822781,0.0,0.860606017406428,0.0
persistence,3,35.6,1,0.20012239902080783,0.0,0.7950485741146975,0.0,0.11266149870801033,0.0,0.976438188494492,0.0,0.18372030101462838,0.0,0.9632839842329981,0.0
persistence,3,64.4,1,0.12437311935807423,0.0,0.8725590955806783,0.0,0.06717226435536294,0.0,0.9759277833500501,0.0,0.11970869909663014,0.0,0.987725688380746,0.0
persistence,3,124.4,1,0.09411764705882353,0.0,0.9006211180124224,0.0,0.050793650793650794,0.0,0.9470588235294117,0.0,0.09561064133962938,0.0,0.997868746124183,0.0
persistence,4,0.1,1,0.7179966527792615,0.0,0.2757233427324485,0.0,0.563872032215666,0.0,0.9913292739379695,0.0,0.5354360790954469,0.0,0.7770606398490436,0.0
persistence,4,1.0,1,0.6551090592170349,0.0,0.3371150729335494,0.0,0.49139545566981163,0.0,0.9882696565694634,0.0,0.5116675997423036,0.0,0.7942505074763416,0.0
persistence,4,5.0,1,0.5059579439252336,0.0,0.48520147390942586,0.0,0.34258819806992563,0.0,0.9828271028037383,0.0,0.401423217154904,0.0,0.8217900334505532,0.0
persistence,4,10.0,1,0.3792133113109439,0.0,0.6131669266770671,0.0,0.23684713254116838,0.0,0.9803021961216125,0.0,0.30227303273053613,0.0,0.8572347542670898,0.0
persistence,4,35.6,1,0.18084781945715156,0.0,0.8116264294790343,0.0,0.10164552622557423,0.0,0.9600487953644404,0.0,0.16537166285461163,0.0,0.9625396689252937,0.0
persistence,4,64.4,1,0.10348258706467661,0.0,0.8915537017726799,0.0,0.05591397849462366,0.0,0.954228855721393,0.0,0.09958989373723498,0.0,0.987448894988135,0.0
persistence,4,124.4,1,0.04093567251461988,0.0,0.95625,0.0,0.021604938271604937,0.0,0.935672514619883,0.0,0.04116309761219742,0.0,0.9977342253480859,0.0
