# NOTES (pandas: read_csv(..., comment="#"))
# CNN-LSTM+Attention seed=42; min n_test_samples >= 30; stations below threshold excluded.
# Predictions: CUDA+autocast re-inference from cnn_lstm_attention_h{1,4}_seed42.pt (no saved y_pred arrays on disk).
# station_id aligned via rebuild_test_meta; lat/lon/name from feature_engineered_v2.csv (deduplicated).
# Provenance: distinct eval run, deterministic Attention (no dropout/BN) — same convention as Features 3–5.
# Cross-reference (Section 5b): The strong correlation between station RMSE and station rainfall variance (r=0.89-0.93) is consistent with, and best interpreted alongside, the Extreme Rainfall Subset Evaluation (Feature 4/Section 5b): high-RMSE stations are largely those with more frequent or more severe extreme-rainfall days, and all three deep learning models (LSTM, Temporal, Attention) showed 8-10x worse RMSE on extreme vs normal days regardless of station. This map does not indicate a distinct new failure mode - it is the geographic expression of the same extreme-rainfall difficulty already documented in Section 5b.
station_id,station_name,latitude,longitude,horizon,n_test_samples,RMSE,MAE

Madras_13.07_80.25_6,Madras,13.0667,80.25,1,344,11.236338,4.9582567

Madras / Minambakkam_13.0_80.18_10,Madras / Minambakkam,13.0,80.1833,1,344,8.177444,3.238024

Madurai_9.92_78.12_132,Madurai,9.9167,78.1167,1,337,6.657533,3.3024888

Madurai_9.83_78.08_139,Madurai,9.8333,78.0833,1,337,5.2767596,2.963787

Mahabaleshwar_17.93_73.67_1384,Mahabaleshwar,17.9333,73.6667,1,344,21.339903,8.8086815

Mahabubnagar_16.75_78.0_504,Mahabubnagar,16.75,78.0,1,337,3.0859,1.756821

Mahuva_21.08_71.78_8,Mahuva,21.0833,71.7833,1,337,6.0022106,1.9898762

Majbat_26.75_92.35_0,Majbat,26.75,92.35,1,337,14.00761,6.3907294

Malanjkhand_22.0_80.7_580,Malanjkhand,22.0,80.7,1,335,6.156654,2.7304344

Malda_25.03_88.13_26,Malda,25.0333,88.1333,1,340,9.915788,4.206364

Malegaon_20.55_74.53_436,Malegaon,20.55,74.5333,1,337,5.4652276,2.217432

Mana / Raipur_21.23_81.65_313,Mana / Raipur,21.2333,81.65,1,337,6.451526,2.678364

Manali_32.27_77.17_0,Manali,32.2667,77.1667,1,336,11.28047,5.711037

Mandi_31.72_76.97_760,Mandi,31.7167,76.9667,1,337,5.597792,2.5896626

Mandla_22.58_80.37_441,Mandla,22.5833,80.3667,1,335,9.855758,3.3880303

Mandya_12.5_76.83_695,Mandya,12.5,76.8333,1,336,5.023465,2.622284

Mangalore / Bajpe_12.92_74.88_102,Mangalore / Bajpe,12.9167,74.8833,1,374,18.26022,9.330817

Mangalore / Panambur_12.95_74.83_32,Mangalore / Panambur,12.95,74.8333,1,374,10.550083,6.1184754

Manipur Road / R?jb?ri_25.88_93.77_152,Manipur Road / R?jb?ri,25.88,93.77,1,335,12.201933,4.905021

Matheran_18.98_73.28_0,Matheran,18.9833,73.2833,1,337,6.4594626,2.904778

Maya Bandar_12.92_92.92_27,Maya Bandar,12.9167,92.9167,1,336,6.5664563,4.0218716

Medak_18.05_78.27_472,Medak,18.05,78.2667,1,337,6.2313433,2.2373257

Meerut_29.02_77.63_221,Meerut,29.0167,77.6333,1,337,8.639199,2.6627364

Midnapore_22.42_87.32_0,Midnapore,22.4167,87.3167,1,335,7.9177623,3.8023531

Minicoy_8.3_73.15_1,Minicoy,8.3,73.15,1,376,15.672616,5.9464817

Moradabad_28.83_78.75_0,Moradabad,28.8333,78.75,1,337,4.555433,2.1720872

Mormugao_15.42_73.78_61,Mormugao,15.4167,73.7833,1,337,12.336896,5.4382167

Mount Abu_24.6_72.72_1196,Mount Abu,24.6,72.7167,1,335,4.891407,2.2834716

Mukteshwar Kumaon_29.47_79.65_2310,Mukteshwar Kumaon,29.4667,79.65,1,344,5.7332745,3.1175144

Muzaffarpur_26.12_85.4_52,Muzaffarpur,26.1167,85.4,1,337,6.031778,2.7100894

Mysore_12.3_76.7_765,Mysore,12.3,76.7,1,336,5.0847187,2.7703664

Nagappattinam_10.77_79.85_2,Nagappattinam,10.7667,79.85,1,339,12.028025,4.223585

Nagpur Mayo Hospital_21.15_79.12_311,Nagpur Mayo Hospital,21.15,79.1167,1,375,10.197921,3.749705

Nagpur Sonegaon_21.1_79.05_308,Nagpur Sonegaon,21.1,79.05,1,375,10.197921,3.749705

Nainital_29.4_79.47_1953,Nainital,29.4,79.4667,1,337,13.887911,3.7260637

Najibabad_29.62_78.38_269,Najibabad,29.6167,78.3833,1,337,7.871092,3.0750232

Nalgonda_17.0_79.25_0,Nalgonda,17.0,79.25,1,337,3.9228675,2.1685898

Naliya_23.25_68.85_20,Naliya,23.25,68.85,1,338,21.121346,3.8536077

Nancowry_7.98_93.53_23,Nancowry,7.9833,93.5333,1,335,5.84051,3.695198

Nanded_19.08_77.33_355,Nanded,19.0833,77.3333,1,337,5.2788963,2.6828315

Nandigama_16.78_80.28_0,Nandigama,16.7833,80.2833,1,337,5.3925776,2.452063

Nandyal_15.47_78.48_211,Nandyal,15.4667,78.4833,1,337,4.7171335,2.5716436

Narnaul_28.0_76.08_306,Narnaul,28.0,76.0833,1,337,4.505612,1.9271222

Narsapur_16.43_81.7_0,Narsapur,16.4333,81.7,1,337,5.151088,2.6757443

Narsinghpur_22.95_79.18_354,Narsinghpur,22.95,79.1833,1,335,6.0951247,2.6019762

Nasik_20.0_73.78_598,Nasik,20.0,73.7833,1,337,4.844315,2.0693154

Nasik Ozar_20.13_73.92_599,Nasik Ozar,20.1333,73.9167,1,337,3.6633248,1.7691957

Nautanwa_27.43_83.42_98,Nautanwa,27.4333,83.4167,1,335,8.357077,3.6112921

Nellore_14.45_79.98_19,Nellore,14.45,79.9833,1,344,10.193717,4.1194363

New Delhi / Palam_28.57_77.12_220,New Delhi / Palam,28.5667,77.1167,1,375,8.542238,3.2874804

New Delhi / Safdarjung_28.58_77.2_211,New Delhi / Safdarjung,28.5833,77.2,1,375,14.221637,4.044851

New Kandla_23.0_70.22_10,New Kandla,23.0,70.2167,1,335,6.582194,2.0126927

Nilambur_11.28_76.23_0,Nilambur,11.2833,76.2333,1,335,10.685757,5.8468394

Nizamabad_18.67_78.1_379,Nizamabad,18.6667,78.1,1,341,7.3641667,2.9013846

North Lakhimpur_27.23_94.12_101,North Lakhimpur,27.2333,94.1167,1,375,16.040373,7.9171495

Nowgong_25.07_79.45_226,Nowgong,25.0667,79.45,1,337,5.50632,2.3287244

Okha_22.48_69.12_5,Okha,22.4833,69.1167,1,341,22.305628,5.015659

Ondal / And?l_23.62_87.2_86,Ondal / And?l,23.6167,87.2,1,335,7.263332,3.144358

Ongole_15.5_80.08_22,Ongole,15.5,80.0833,1,337,4.2615457,2.2292314

Orai_25.98_79.5_140,Orai,25.9833,79.5,1,337,4.2617517,2.0729494

Pachmarhi_22.47_78.43_1061,Pachmarhi,22.4667,78.4333,1,335,6.526697,3.0556357

Palakkad_10.77_76.65_95,Palakkad,10.7667,76.65,1,336,7.134674,3.639143

Palayankottai_8.73_77.75_45,Palayankottai,8.7333,77.75,1,335,4.7699995,2.8279476

Pamban_9.27_79.3_10,Pamban,9.2667,79.3,1,337,10.921405,4.678552

Panagarh / P?n?garh_23.47_87.43_74,Panagarh / P?n?garh,23.4667,87.4333,1,335,5.835624,2.868689

Pantnagar_29.03_79.47_233,Pantnagar,29.0333,79.4667,1,337,10.865576,3.1486971

Paradip C. W. R._20.3_86.68_4,Paradip C. W. R.,20.3,86.6833,1,337,9.105638,3.7308707

Parangipettai_11.5_79.77_3,Parangipettai,11.5,79.7667,1,344,9.847273,3.2974608

Parbhani_19.27_76.77_422,Parbhani,19.2667,76.7667,1,337,5.8210306,2.7337224

Pasighat_28.1_95.38_155,Pasighat,28.1,95.3833,1,341,20.486776,9.0108

Pathankot / Path?nkot_32.23_75.63_310,Pathankot / Path?nkot,32.2338,75.6346,1,336,7.770841,3.3735478

Patiala_30.33_76.47_249,Patiala,30.3333,76.4667,1,340,7.2408843,2.6595035

Patna_25.6_85.1_51,Patna,25.6,85.1,1,338,5.8825555,2.865154

Pbo Raipur_21.22_81.67_294,Pbo Raipur,21.2167,81.6667,1,337,6.370922,2.7035136

Pendra Road_22.77_81.9_624,Pendra Road,22.7667,81.9,1,373,9.438686,3.7863653

Periakulum / Ellakkal_10.0_77.13_300,Periakulum / Ellakkal,10.0,77.1333,1,335,8.360602,4.3538027

Phalodi_27.13_72.37_233,Phalodi,27.1333,72.3667,1,337,5.5276275,1.6378624

Pilani_28.33_75.58_300,Pilani,28.3333,75.5833,1,337,3.9306595,1.7701558

Pondicherry / Auroville_11.97_79.81_36,Pondicherry / Auroville,11.9687,79.8101,1,344,8.199572,3.1241775

Poona_18.53_73.85_555,Poona,18.5333,73.85,1,375,4.7150702,1.9438491

Poona / Lohogaon Aerodrome_18.58_73.92_589,Poona / Lohogaon Aerodrome,18.5833,73.9167,1,375,11.261267,3.5052924

Porbandar_21.65_69.67_5,Porbandar,21.65,69.6667,1,341,30.966125,5.280759

Port Blair_11.67_92.72_73,Port Blair,11.6667,92.7167,1,407,7.036107,4.4734154

Port Blair / Portblair / Austin?b?d_11.64_92.73_4,Port Blair / Portblair / Austin?b?d,11.6412,92.7297,1,407,16.072443,7.487667

Punalur_9.0_76.92_33,Punalur,9.0,76.9167,1,335,9.34244,4.9076333

Puri_19.8_85.82_5,Puri,19.8,85.8167,1,376,8.766065,3.8011675

Purnea_25.27_87.47_0,Purnea,25.2667,87.4667,1,341,9.248682,3.9826744

Purulia_23.33_86.42_254,Purulia,23.3333,86.4167,1,335,6.962458,2.8539565

Qazi Gund_33.58_75.08_0,Qazi Gund,33.5833,75.0833,1,336,9.404174,3.9636471

Raichur_16.2_77.35_398,Raichur,16.2,77.35,1,337,5.4234676,2.4933352

Raipur / Phundardih_21.22_81.67_294,Raipur / Phundardih,21.2167,81.6667,1,337,6.370922,2.7035136

Raisen_23.32_77.83_435,Raisen,23.3167,77.8333,1,335,5.789862,2.5509748

Rajahmundry / R?j?nagaram_17.11_81.82_46,Rajahmundry / R?j?nagaram,17.1104,81.8182,1,335,5.852336,2.624784

Rajgarh_24.0_76.72_380,Rajgarh,24.0,76.7167,1,335,5.5264335,2.2342548

Rajkot_22.3_70.78_134,Rajkot,22.3,70.7833,1,341,22.561975,4.3597007

Rajnandgaon / R?j N?ndgaon_21.1_81.03_329,Rajnandgaon / R?j N?ndgaon,21.1,81.0333,1,337,6.2250667,2.8311386

Ramgundam_18.77_79.43_156,Ramgundam,18.7667,79.4333,1,375,7.8466187,3.7467318

Rampur_28.75_79.0_191,Rampur,28.75,79.0,1,337,4.544242,2.1981845

Ranchi / Silwai_23.43_85.4_647,Ranchi / Silwai,23.4333,85.4,1,376,11.34953,4.376494

Rangia_26.43_91.62_57,Rangia,26.4333,91.6167,1,337,15.998058,6.9702187

Ratlam_23.32_75.05_484,Ratlam,23.3167,75.05,1,335,7.8715434,2.7122004

Ratnagiri_16.98_73.33_75,Ratnagiri,16.9833,73.3333,1,375,20.831938,8.046431

Raxaul_26.98_84.85_83,Raxaul,26.9833,84.85,1,335,8.10343,3.3543239

Rentachintala_16.55_79.55_104,Rentachintala,16.55,79.55,1,337,4.6752877,2.2161002

Rewa_24.53_81.3_298,Rewa,24.5333,81.3,1,335,5.8968153,2.4425848

Rohtak_28.83_76.58_0,Rohtak,28.8333,76.5833,1,337,4.612995,1.7921777

Rourkela_22.22_84.88_0,Rourkela,22.2167,84.8833,1,335,8.700535,3.4935503

Sabaur_25.23_87.07_36,Sabaur,25.2333,87.0667,1,336,5.528051,2.8158355

Sagar_23.85_78.75_550,Sagar,23.85,78.75,1,335,12.094184,3.7849002

Salem_11.65_78.17_279,Salem,11.65,78.1667,1,337,10.6803665,4.284191

Sambalpur_21.47_83.97_0,Sambalpur,21.4667,83.9667,1,344,6.6189556,3.2604835

Sangli_16.85_74.6_545,Sangli,16.85,74.6,1,337,5.204185,2.2440138

Satara_17.52_74.05_610,Satara,17.5167,74.05,1,337,6.607761,2.22325

Satna_24.57_80.83_315,Satna,24.5667,80.8333,1,340,11.011136,3.9005418

Sawai Madhopur_25.98_76.37_0,Sawai Madhopur,25.9833,76.3667,1,279,6.055189,2.5203319

Seoni_22.08_79.55_617,Seoni,22.0833,79.55,1,335,5.9222813,2.7574651

Shahjahanpur_27.88_79.9_155,Shahjahanpur,27.8833,79.9,1,337,5.1614423,2.2044358

Shajapur_23.43_76.32_444,Shajapur,23.4333,76.3167,1,335,4.4400063,2.0023484

Shanti Niketan_23.65_87.7_58,Shanti Niketan,23.65,87.7,1,335,6.279882,3.0296328

Sheopur_25.67_76.68_234,Sheopur,25.6667,76.6833,1,281,7.074311,2.8578544

Shillong_25.57_91.88_1598,Shillong,25.5667,91.8833,1,376,15.912801,6.026965

Shimla_31.1_77.17_2205,Shimla,31.1,77.1667,1,339,4.3042636,2.326956

Shimla / Kanda_31.08_77.07_1546,Shimla / Kanda,31.0818,77.068,1,335,9.807908,4.4850016

Shimoga_13.93_75.63_571,Shimoga,13.9333,75.6333,1,337,5.6131716,2.862303

Shirali_14.07_74.53_45,Shirali,14.0667,74.5333,1,344,11.633544,6.0563917

Shivpuri_25.33_77.65_463,Shivpuri,25.3333,77.65,1,337,7.543117,2.6541717

Sholapur_17.67_75.9_477,Sholapur,17.6667,75.9,1,342,5.6583457,2.524784

Sidhi_24.42_81.87_270,Sidhi,24.4167,81.8667,1,335,5.3898807,2.4385333

Sikar_27.62_75.13_431,Sikar,27.6167,75.1333,1,337,4.034771,1.7824502

Silchar_24.75_92.8_21,Silchar,24.75,92.8,1,373,16.388603,8.088744

Siliguri_26.67_88.37_123,Siliguri,26.6667,88.3667,1,337,13.431104,5.7390695

Siliguri_26.63_88.32_126,Siliguri,26.6333,88.3167,1,337,11.550365,5.270569

Srinagar_34.08_74.83_1585,Srinagar,34.0833,74.8333,1,376,6.1736994,3.144068

Srinagar_33.98_74.78_1664,Srinagar,33.9833,74.7833,1,376,7.88182,4.06764

Sundargarh_22.02_84.0_240,Sundargarh,22.0167,84.0,1,344,10.8445015,3.580918

Sundernagar / Sundarnagar_31.53_76.9_874,Sundernagar / Sundarnagar,31.5333,76.9,1,337,5.094128,2.473081

Supaul_26.13_86.58_0,Supaul,26.1333,86.5833,1,337,5.931715,3.0405457

Surat_21.2_72.83_10,Surat,21.2,72.8333,1,344,8.966211,2.9005866

Surat / Magdala_21.11_72.74_5,Surat / Magdala,21.1141,72.7418,1,344,7.277152,3.0555305

Surendranagar_22.73_71.6_72,Surendranagar,22.7333,71.6,1,335,11.364655,2.797948

T.B.I.A_19.15_72.0_13,T.B.I.A,19.15,72.0,1,337,5.7460446,3.2302747

Tehri_30.4_78.48_0,Tehri,30.4,78.4833,1,344,7.9878616,3.4768167

Tezpur_26.62_92.78_77,Tezpur,26.6167,92.7833,1,337,8.878974,4.592947

Thanjavur_10.78_79.13_0,Thanjavur,10.7833,79.1333,1,336,5.942591,3.111666

Thiruvananthapuram_8.48_76.95_60,Thiruvananthapuram,8.4833,76.95,1,376,13.511916,6.6084504

Thiruvananthapuram_8.47_76.95_4,Thiruvananthapuram,8.4667,76.95,1,376,12.246424,6.3698425

Thrissur_10.52_76.22_40,Thrissur,10.5167,76.2167,1,335,8.79768,5.1316853

Tikamgarh_24.77_78.83_344,Tikamgarh,24.7667,78.8333,1,335,5.967289,2.4019265

Tiruchchirapalli_10.77_78.72_85,Tiruchchirapalli,10.7667,78.7167,1,337,12.076395,4.112596

Tirupathi_13.67_79.58_110,Tirupathi,13.6667,79.5833,1,336,7.33594,2.8484204

Tirupati / Renigunta_13.63_79.54_107,Tirupati / Renigunta,13.6325,79.5433,1,336,5.445013,2.505503

Tiruppattur_12.48_78.57_385,Tiruppattur,12.4833,78.5667,1,336,7.430256,3.1418345

Tiruttani_13.15_79.53_0,Tiruttani,13.15,79.5333,1,336,5.8798957,2.880548

Tondi_9.73_79.03_4,Tondi,9.7333,79.0333,1,337,10.557041,4.60536

Tuni_17.35_82.55_35,Tuni,17.35,82.55,1,337,5.111997,2.4400527

Tuticorin New Port_8.75_78.18_0,Tuticorin New Port,8.75,78.1833,1,335,4.93881,2.8329456

Udaipur_24.58_73.7_581,Udaipur,24.5833,73.7,1,373,7.103383,2.5233424

Udaipur / Naramagra_24.62_73.9_513,Udaipur / Naramagra,24.6177,73.8961,1,373,6.672577,2.2254064

Udaipur Dabok_24.62_73.88_509,Udaipur Dabok,24.6167,73.8833,1,373,6.687271,2.2385566

Udgir_18.07_77.12_639,Udgir,18.0667,77.1167,1,337,4.8176007,2.2672715

Udhagamandalam_11.4_76.73_2236,Udhagamandalam,11.4,76.7333,1,336,6.6014323,3.5384052

Ujjain_23.18_75.78_488,Ujjain,23.1833,75.7833,1,335,4.4657016,1.7169255

Uluberia_22.5_87.95_0,Uluberia,22.5,87.95,1,335,7.9699974,3.9707854

Umaria_23.53_80.88_458,Umaria,23.5333,80.8833,1,335,6.3643546,2.5169327

Una_31.47_76.27_365,Una,31.4667,76.2667,1,337,6.019766,2.6942933

Vallabh Vidyanagar_22.57_72.93_41,Vallabh Vidyanagar,22.5667,72.9333,1,335,7.0194144,2.5851872

Valparai_10.28_77.0_1041,Valparai,10.2833,77.0,1,336,10.782218,5.338068

Varanasi_25.3_83.02_88,Varanasi,25.3,83.0167,1,340,7.5161905,3.1114578

Varanasi / Babatpur_25.45_82.87_81,Varanasi / Babatpur,25.45,82.8667,1,340,6.7392035,2.6525278

Vellore_12.92_79.15_213,Vellore,12.9167,79.15,1,336,5.3902397,2.9316967

Vengurla_15.87_73.63_15,Vengurla,15.8667,73.6333,1,337,13.596213,5.542908

Veraval_20.9_70.37_6,Veraval,20.9,70.3667,1,342,9.637496,2.5967147

Vidisha_23.53_77.82_425,Vidisha,23.5333,77.8167,1,335,5.7896996,2.5495179

Vijayawada / Gannavaram_16.53_80.8_21,Vijayawada / Gannavaram,16.5333,80.8,1,342,6.1363435,3.1904087

Vishakhapatnam_17.72_83.23_3,Vishakhapatnam,17.7167,83.2333,1,375,7.17554,3.354595

Vishakhapatnam / Gajuwaka_17.72_83.22_5,Vishakhapatnam / Gajuwaka,17.7212,83.2245,1,375,8.882415,3.7271214

Vizagapatam / Gajuwaka_17.72_83.23_5,Vizagapatam / Gajuwaka,17.7167,83.2333,1,375,7.171533,3.3536606

Wardha_20.67_78.58_282,Wardha,20.6667,78.5833,1,337,6.5323567,2.8848052

Washim / W?sh?m_20.12_77.13_565,Washim / W?sh?m,20.1167,77.1333,1,337,5.620398,2.5680516

Yeotmal_20.4_78.15_450,Yeotmal,20.4,78.15,1,337,7.9373255,2.8741424

Yercaud_11.75_78.17_1463,Yercaud,11.75,78.1667,1,336,7.2996836,3.2014759

Agartala_23.88_91.25_15,Agartala,23.8833,91.25,4,372,22.498398,9.246385

Agatti / Kavaratti_10.82_72.18_4,Agatti / Kavaratti,10.8237,72.176,4,331,11.854071,5.8296084

Agra_27.15_77.97_168,Agra,27.15,77.9667,4,333,5.0695577,2.9855564

Agra_27.17_78.03_168,Agra,27.1667,78.0333,4,333,5.0695577,2.9855564

Agumbe_13.5_75.08_658,Agumbe,13.5,75.0833,4,305,17.09962,8.537252

Ahmadabad_23.07_72.63_55,Ahmadabad,23.0667,72.6333,4,341,11.462167,4.0525045

Ahmadnagar_19.08_74.8_655,Ahmadnagar,19.0833,74.8,4,333,5.141187,2.6624694

Aijal_23.73_92.72_0,Aijal,23.7333,92.7167,4,331,7.2355556,3.7572615

Ajmer_26.45_74.62_485,Ajmer,26.45,74.6167,4,374,8.750402,3.2726371

Akola_20.7_77.03_280,Akola,20.7,77.0333,4,337,8.735211,3.7054968

Akola_20.7_77.07_305,Akola,20.7,77.0667,4,337,8.386141,3.6434472

Alapuzha_9.55_76.42_2,Alapuzha,9.55,76.4167,4,329,10.249418,5.9520817

Alibag_18.63_72.87_5,Alibag,18.6333,72.8667,4,333,12.230028,5.4775953

Aligarh_27.88_78.07_186,Aligarh,27.8833,78.0667,4,333,4.730017,2.3109896

Allahabad / Bamhrauli_25.45_81.73_97,Allahabad / Bamhrauli,25.45,81.7333,4,331,4.896305,3.078052

Alwar_27.5_76.58_270,Alwar,27.5,76.5833,4,333,5.4066577,2.443722

Ambala_30.38_76.77_271,Ambala,30.3833,76.7667,4,338,5.279153,2.3101826

Ambala / Amb?la_30.4_76.77_958,Ambala / Amb?la,30.4,76.7667,4,333,9.843938,3.0223355

Ambikapur_23.17_83.25_596,Ambikapur,23.1667,83.25,4,342,10.712732,4.1429605

Amini Divi_11.12_72.73_3,Amini Divi,11.1167,72.7333,4,343,14.003501,7.0904145

Amraoti_20.93_77.78_367,Amraoti,20.9333,77.7833,4,374,8.27453,3.7044778

Amreli_21.6_71.22_0,Amreli,21.6,71.2167,4,333,12.548561,3.3889353

Amritsar_31.63_74.87_229,Amritsar,31.6333,74.8667,4,338,7.040686,2.7893138

Anantapur_14.68_77.62_349,Anantapur,14.6833,77.6167,4,337,7.067161,3.2141657

Angul_20.83_85.1_137,Angul,20.8333,85.1,4,333,7.368375,3.616185

Arogyavaram_13.53_78.5_696,Arogyavaram,13.5333,78.5,4,331,4.499876,2.6338482

Atiramapattinam_10.33_79.38_4,Atiramapattinam,10.3333,79.3833,4,329,7.7742066,4.163227

Aurangabad_19.88_75.33_579,Aurangabad,19.8833,75.3333,4,339,7.5299544,3.1946852

Aurangabad Chikalthan Aerodrome_19.85_75.4_582,Aurangabad Chikalthan Aerodrome,19.85,75.4,4,339,7.5299544,3.1946852

Bagalkote / Mangoli_16.7_75.75_524,Bagalkote / Mangoli,16.7,75.75,4,333,6.682953,3.1702204

Bagati_22.98_88.37_0,Bagati,22.9833,88.3667,4,331,9.928622,4.4912186

Bahraich_27.57_81.6_122,Bahraich,27.5667,81.6,4,337,14.520929,4.555037

Balasore_21.52_86.93_18,Balasore,21.5167,86.9333,4,343,10.643603,4.922469

Balurghat_25.22_88.78_0,Balurghat,25.2167,88.7833,4,331,8.422135,4.4468446

Banda_25.47_80.37_120,Banda,25.4667,80.3667,4,331,4.3944755,2.246705

Bangalore_12.97_77.58_920,Bangalore,12.9667,77.5833,4,338,6.7736034,3.3013115

Bangalore / Bengaluru / Devenahalli / BIAL 2 Wheeler Parking_13.2_77.71_897,Bangalore / Bengaluru / Devenahalli / BIAL 2 Wheeler Parking,13.1979,77.7063,4,338,6.783118,3.6035178

Bangalore / Hindustan Airport_12.95_77.63_888,Bangalore / Hindustan Airport,12.95,77.6333,4,338,10.050046,4.793319

Banihal_33.5_75.17_1624,Banihal,33.5,75.1667,4,331,8.515658,4.733373

Bankura_23.25_87.05_0,Bankura,23.25,87.05,4,331,7.1276226,3.5666833

Bapatla_15.9_80.47_0,Bapatla,15.9,80.4667,4,333,5.4106526,3.244993

Baramati_18.15_74.58_550,Baramati,18.15,74.5833,4,333,4.944725,2.6996827

Barapani / Bara Pani_25.7_91.97_893,Barapani / Bara Pani,25.7,91.9667,4,331,11.120004,5.3599524

Bareilly_28.37_79.4_167,Bareilly,28.3667,79.4,4,337,9.144197,4.0508785

Baripada_21.93_86.77_53,Baripada,21.9333,86.7667,4,333,6.671853,3.5303922

Barmer_25.75_71.38_193,Barmer,25.75,71.3833,4,343,5.538394,2.1541703

Baroda / Vadodara_22.3_73.25_34,Baroda / Vadodara,22.3,73.25,4,331,10.710943,3.6353967

Baroda Aerodrome_22.33_73.27_37,Baroda Aerodrome,22.3333,73.2667,4,331,10.710943,3.6353967

Belgaum_15.85_74.53_751,Belgaum,15.85,74.5333,4,338,7.571798,4.0229235

Belgaum / Sambra_15.85_74.62_758,Belgaum / Sambra,15.85,74.6167,4,338,6.1145773,3.2519467

Bellary_15.15_76.85_448,Bellary,15.15,76.85,4,329,5.0705843,2.7662575

Berhampore_24.13_88.27_18,Berhampore,24.1333,88.2667,4,331,6.4850097,3.6486993

Betul_21.87_77.93_652,Betul,21.8667,77.9333,4,333,4.7569757,2.569586

Bhagalpur_25.23_86.95_44,Bhagalpur,25.2333,86.95,4,333,7.481228,3.973459

Bhatinda_30.17_74.58_207,Bhatinda,30.1667,74.5833,4,333,3.3787794,1.8346516

Bhaunagar_21.75_72.2_5,Bhaunagar,21.75,72.2,4,335,4.898668,2.4599564

Bhawanipatna_19.92_83.18_261,Bhawanipatna,19.9167,83.1833,4,333,6.5497622,3.0951152

Bhilwara_25.35_74.63_421,Bhilwara,25.35,74.6333,4,333,8.457573,2.4398992

Bhopal / Bairagarh_23.28_77.35_523,Bhopal / Bairagarh,23.2833,77.35,4,337,12.947889,4.784289

Bhubaneswar_20.25_85.83_45,Bhubaneswar,20.25,85.8333,4,376,8.888031,4.3716717

Bhuj-Rudramata_23.25_69.67_78,Bhuj-Rudramata,23.25,69.6667,4,372,9.21177,3.5863497

Bhuntar_31.83_77.17_0,Bhuntar,31.8333,77.1667,4,333,9.529936,3.885998

Bidar Airport_17.92_77.53_663,Bidar Airport,17.9167,77.5333,4,333,4.547788,2.6991625

Bijapur_16.82_75.72_593,Bijapur,16.8167,75.7167,4,333,7.1278634,3.2558296

Bikaner_28.0_73.3_223,Bikaner,28.0,73.3,4,333,4.543322,1.8924804

Bilaspur_31.25_76.67_589,Bilaspur,31.25,76.6667,4,333,4.7532587,2.294778

Bombay / Colaba_18.9_72.82_10,Bombay / Colaba,18.9,72.8167,4,374,12.430947,7.555186

Bombay / Juhu_19.12_72.83_4,Bombay / Juhu,19.1167,72.8333,4,374,10.79368,5.341395

Bombay / Santacruz_19.12_72.85_8,Bombay / Santacruz,19.1167,72.85,4,374,24.720747,9.749111

Bramhapuri_20.6_79.85_227,Bramhapuri,20.6,79.85,4,333,10.843146,4.1547594

Buldana_20.53_76.23_648,Buldana,20.5333,76.2333,4,339,8.217261,3.6682813

Bulsar_20.62_72.93_0,Bulsar,20.6167,72.9333,4,333,9.582702,4.1166906

Bundi_25.45_75.63_266,Bundi,25.45,75.6333,4,333,9.939349,2.7855337

Burdwan_23.23_87.85_0,Burdwan,23.2333,87.85,4,331,6.625377,3.6590374

Calcutta / Alipore_22.53_88.33_5,Calcutta / Alipore,22.5333,88.3333,4,372,15.401335,7.550982

Calcutta / Dum Dum_22.65_88.45_4,Calcutta / Dum Dum,22.65,88.45,4,372,11.947014,5.8860087

Calicut / Kondotti_11.14_75.96_104,Calicut / Kondotti,11.1368,75.9553,4,372,12.474284,7.3664937

Canning_22.25_88.67_3,Canning,22.25,88.6667,4,333,9.4999275,4.733306

Cannur_11.83_75.33_11,Cannur,11.8333,75.3333,4,372,18.400223,9.27918

Car Nicobar_9.17_92.83_9,Car Nicobar,9.1667,92.8333,4,329,7.7098784,5.0111585

Car Nicobar_9.15_92.82_10,Car Nicobar,9.15,92.8167,4,329,7.763121,5.1814694

Chamarajnagar / Chamrajnagar_11.93_76.93_760,Chamarajnagar / Chamrajnagar,11.9333,76.9333,4,299,6.0546007,3.8547432

Chandbali_20.78_86.73_5,Chandbali,20.7833,86.7333,4,343,14.0705805,5.179419

Chandigarh / S?rajpur_30.73_76.88_347,Chandigarh / S?rajpur,30.7333,76.8833,4,343,5.8225684,2.4130433

Chandrapur_19.97_79.3_191,Chandrapur,19.9667,79.3,4,343,14.893257,5.5334544

Chaparmukh_26.2_92.52_64,Chaparmukh,26.2,92.5167,4,333,11.196445,5.6190624

